timestamp,question,answers/0/text,answers/0/correct,answers/0/choice,answers/1/text,answers/1/correct,answers/2/text,answers/2/correct,answers/3/text,answers/3/correct
2018-02-04 02:13:39,"In the 1800s, a chemistry student making synthetic quinine accidentally created what dye?",Mauve,true,A,Periwinkle,false,Turquoise,false,,
2018-02-05 20:06:47,Which of these is an actual Winter Olympics event?,Skeleton,true,A,Ghostathlon,false,Frankensteining,false,,
2018-02-05 20:07:27,A high-tech store with no cashiers recently opened in Seattle under what name?,Amazon Go,true,A,Google Shop,false,Microsoft Zip,false,,
2018-02-05 20:12:55,In what medium was Superman's Kryptonite weakness introduced?,The radio series,true,A,The 1978 movie,false,Action Comics #64,false,,
2018-02-06 02:06:39,"In 2017, what did Twitter do to its 140-character limit on tweets?",Double it,true,A,Halve it,false,Reduce it to 15,false,,
2018-02-06 02:12:04,U.S. air traffic controllers refer to the plane the Pope travels on by what official call sign?,Shepherd One,true,A,Il Papa,false,Air Vatican,false,,
2018-02-06 20:04:38,What is a common remedy for dehydration?,Drinking water,true,A,Running a marathon,false,Slaying a hydra,false,,
2018-02-07 02:07:31,Which of these colleges does NOT have a physical location?,Electoral College,true,A,Deep Springs College,false,Hampshire College,false,,
2018-02-07 02:08:10,Which of these desserts is often made with ladyfingers?,Tiramisu,true,A,Magdalena,false,Financier,false,,
2018-02-07 02:10:50,Which TV news host once wrote about his first date with Monica Lewinsky?,Jake Tapper,true,A,Van Jones,false,Chris Hayes,false,,
2018-02-07 20:07:29,A galleon is an old-fashioned type of what?,Ship,true,A,Measurement,false,Dress,false,,
2018-02-07 20:08:57,"What male singing voice type is higher than a bass, but lower than a tenor?",Baritone,true,A,Countertenor,false,Sopranist,false,,
2018-02-07 20:10:45,George Washington Carver is famous for his scientific work on what subject?,Soil depletion,true,A,Irrigation technology,false,Food packaging,false,,
2018-02-07 20:11:41,Which of these is NOT believed to be a function of the uvula?,Taste,true,A,Speech,false,Lubricant,false,,
2018-02-08 02:06:56,What college football team's chant is also likely to be heard on a farm?,Arkansas Razorbacks,true,A,Ole Miss Rebels,false,Penn State Lions,false,,
2018-02-08 02:10:55,Which fashion designer is grandmother to a literal princess?,Diane von Fürstenberg,true,A,Rei Kawakubo,false,Vivienne Westwood,false,,
2018-02-08 02:14:31,"Before the lyrics are sung, how many finger snaps are heard in the “Addams Family” theme song?",12 snaps,true,A,6 snaps,false,8 snaps,false,,
2018-02-08 20:05:26,The Italian cooking term “al dente” means what?,Firm,true,A,With butter,false,Salted,false,,
2018-02-08 20:06:05,Which of these companies offers a “freemium” service?,Spotify,true,A,Netflix,false,Tidal,false,,
2018-02-08 20:07:34,What word does Nestlé use to describe their Toll House chocolate chips?,Morsels,true,A,Nibbles,false,Samples,false,,
2018-02-08 20:09:51,Which of these activists is the subject of a song by John Lennon and Yoko Ono?,Angela Davis,true,A,"Martin Luther King, Jr.",false,Bobby Seale,false,,
2018-02-09 02:08:18,"In a best-selling Little Golden Book, who was “The Monster at The End of This Book”?",Sesame Street's Grover,true,A,Dracula,false,The reader,false,,
2018-02-09 02:14:37,"In da Vinci's “Last Supper,” which disciple is depicted holding a weapon?",Peter,true,A,Judas,false,John,false,,
2018-02-09 20:07:57,What Olympic legend was the subject of a song in an Oscar-nominated 1999 film?,Brian Boitano,true,A,Kristi Yamaguchi,false,Michelle Kwan,false,,
2018-02-09 20:09:23,Which of these items would be measured on the Scoville scale?,Habanero,true,A,Typhoon,false,Emerald,false,,
2018-02-09 20:10:48,Which of these iconic African-American leaders was NOT born into slavery?,W.E.B. Du Bois,true,A,Frederick Douglass,false,Booker T. Washington,false,,
2018-02-09 20:10:59,A cat with what fur pattern is almost always female?,Calico,true,A,Tuxedo,false,Tabby,false,,
2018-02-09 20:11:43,Which nation does NOT have a two-word capital city?,Brunei,true,A,Ethiopia,false,Malaysia,false,,
2018-02-09 20:13:11,The athlete who has competed in the most Olympic games hails from which country?,Canada,true,A,Finland,false,Japan,false,,
2018-02-09 20:14:44,"In the first known use of “mammoth” as an adjective, what item was it describing?",Hunk of cheese,true,A,Empire State Building,false,Dinosaur,false,,
2018-02-10 02:09:53,Which of these animals is NOT native to Australia?,Capybara,true,A,Wallaby,false,Koala,false,,
2018-02-10 02:11:26,The Ark of the Covenant supposedly contains what religious artifact?,The Ten Commandments,true,A,The Holy Grail,false,Shroud of Turin,false,,
2018-02-10 02:14:33,Portuguese is an official language of which country?,Equatorial Guinea,true,A,Papua New Guinea,false,Republic of Guinea,false,,
2018-02-10 02:15:16,"Among U.S. astronauts, what distinction does Sally Ride have?",Youngest to go to space,true,A,Most missions flown,false,,false,,
2018-02-10 02:15:52,Which chemical compound would you NOT use to create red and blue fireworks?,Sodium nitrate,true,A,Strontium carbonate,false,Copper chloride,false,,
2018-02-10 02:17:27,King Louis XIV's Palace of Versailles contained over 150 pieces of furniture made entirely of what?,Silver,true,A,Ivory,false,Ebony,false,,
2018-02-11 02:07:21,Which of the following is NOT used to describe someone from that particular state?,Wisconsinian,true,A,Utahn,false,Connecticuter,false,,
2018-02-11 02:09:50,Lonnie Johnson accidentally created the Supersoaker while trying to build what?,Heat pump,true,A,Nerf Blaster rival,false,Efficient sprinklers,false,,
2018-02-11 02:13:33,The westernmost region of Russia touches which of these countries?,Poland,true,A,Norway,false,Ukraine,false,,
2018-02-12 02:05:27,Which animals race at the Kentucky Derby?,Horses,true,A,Wiener dogs,false,Locusts,false,,
2018-02-12 02:07:02,Which of these products is a depilatory?,Nair,true,A,Rogaine,false,Pomade,false,,
2018-02-12 02:08:50,Auguste Rodin's statue The Thinker is meant to represent what real-life person?,Dante Alighieri,true,A,Michelangelo,false,Auguste Rodin,false,,
2018-02-12 02:09:47,Which of these is an alveolar disorder?,Pneumonia,true,A,Strep throat,false,Psoriasis,false,,
2018-02-12 02:11:13,Which of these Adam Sandler movies has a female director?,Billy Madison,true,A,The Wedding Singer,false,Big Daddy,false,,
2018-02-13 02:05:02,Who famously painted the ceiling of the Sistine Chapel?,Michelangelo,true,A,Bob Ross,false,Mr. Brainwash,false,,
2018-02-13 02:11:10,Which voice actor from “The Emperor's New Groove” was once blacklisted in Hollywood?,Eartha Kitt,true,A,Wendie Malick,false,Tom Jones,false,,
2018-02-13 20:06:32,Which of these is NOT part of the three-word Olympic motto?,Thicker,true,A,Higher,false,Faster,false,,
2018-02-13 20:09:18,The painting “Washington Crosses the Delaware” has appeared on which state quarter?,New Jersey,true,A,Delaware,false,Washington,false,,
2018-02-13 20:10:04,The 2008 Olympics were the first time the medals contained what material?,Jade,true,A,Amber,false,Coral,false,,
2018-02-14 02:04:57,"Who is Robert Downey, Jr.'s father?","Robert Downey, Sr.",true,A,Chet Downey III,false,"Morton Downey, Jr.",false,,
2018-02-14 02:12:28,"In 1997, Alabama's state bar association put up a monument to whom?",Atticus Finch,true,A,John Grisham,false,William Jennings Bryan,false,,
2018-02-14 02:13:17,What Canadian city aptly takes its name from a Cree term for “muddy water”?,Winnipeg,true,A,Ottawa,false,Toronto,false,,
2018-02-14 20:05:11,Who is the reigning monarch of Great Britain?,Queen Elizabeth,true,A,Prince Paul,false,King Koopa,false,,
2018-02-14 20:08:15,Which of these animals has a species named after Ferdinand Magellan?,Penguin,true,A,Otter,false,Dolphin,false,,
2018-02-15 02:08:59,During which holiday are the most greeting cards in the U.S. sold?,Christmas,true,A,Valentine's Day,false,Mother's Day,false,,
2018-02-15 02:10:10,"In “Pulp Fiction,” Samuel L. Jackson claims his iconic monologue comes from what book of the Bible?",Ezekiel,true,A,Leviticus,false,Exodus,false,,
2018-02-15 02:14:02,What TV acting award has Julia Louis-Dreyfus won the fewest number of times?,Golden Globe,true,A,Primetime Emmy,false,SAG Award,false,,
2018-02-15 20:04:43,Which of these is a common type of salad?,Caesar salad,true,A,Cedar salad,false,Scenic salad,false,,
2018-02-15 20:10:27,Which of these is NOT a defunct Yahoo product?,Leap,true,A,Buzz,false,Mash,false,,
2018-02-15 20:14:19,The Hermès Birkin handbag was born thanks to a random meeting where?,On an airplane,true,A,At a museum,false,In a restaurant,false,,
2018-02-16 20:04:37,"According to the Chinese zodiac, 2018 is now officially the Year of the what?",Dog,true,A,Surly Neighbor,false,Careless Whisper,false,,
2018-02-16 20:06:50,The mosaic pavement streets of Rio de Janeiro contain numerous examples of what?,QR codes,true,A,Google Doodles,false,Emoji,false,,
2018-02-16 20:08:21,Microblading eyebrows essentially consists of doing what?,Drawing them in,true,A,Trimming them,false,Plucking them,false,,
2018-02-16 20:09:05,What rating does Dudley Moore give Bo Derek's character in the film “10”?,Higher than ten,true,A,Lower than ten,false,Ten,false,,
2018-02-16 20:09:50,Which of these toys has NOT been to space?,Etch A Sketch,true,A,Slinky,false,Lego,false,,
2018-02-16 20:12:36,Which animal is NOT depicted in Rembrandt's “The Night Watch”?,Mouse,true,A,Chicken,false,Dog,false,,
2018-02-17 02:08:14,"In baseball, “Mendoza line” is a nickname for what?",.200 batting average,true,A,Rubber on pitching mound,false,Hard-hit ball,false,,
2018-02-17 02:11:17,Which is NOT a correct pairing of tablet and tablet maker?,Streak / Toshiba,true,A,ATIV / Samsung,false,Xoom / Motorola,false,,
2018-02-17 02:12:45,Which fitness brand was established first?,NordicTrack,true,A,Bowflex,false,Thighmaster,false,,
2018-02-17 02:14:05,Which of these titles is currently held by nobody?,Duke of Windsor,true,A,Duke of Kent,false,Duke of Gloucester,false,,
2018-02-18 02:05:26,The popular abbreviation TFW usually stands for what?,That Feeling When,true,A,"Too Funky, World",false,The Funniest Week,false,,
2018-02-18 02:07:37,A stylized depiction of the Matterhorn is featured in what corporate logo?,Toblerone,true,A,Paramount Pictures,false,The North Face,false,,
2018-02-18 02:08:57,Daku is the pseudonym of a street artist known for his work in what city?,New Delhi,true,A,Tokyo,false,London,false,,
2018-02-18 02:10:58,Which of these terms does NOT refer to a sea slug?,Sea pig,true,A,Sea hare,false,Nudibranch,false,,
2018-02-19 02:11:14,Which of these games is typically played using a deck with the fewest cards?,Euchre,true,A,Cribbage,false,Pinochle,false,,
2018-02-19 02:13:59,The top prize in architecture is named for the creator of what hotel chain?,Hyatt,true,A,Sheraton,false,Four Seasons,false,,
2018-02-19 02:16:59,Which company was named after its founder's unusual hairstyle?,Kinko's,true,A,Red Robin,false,Miracle-Gro,false,,
2018-02-19 20:05:03,Which of these is a part of the heart?,Aorta,true,A,Albedo,false,Avuncular,false,,
2018-02-19 20:05:41,“Go Blue!” is the rallying cry of what university's sports team?,U of Michigan,true,A,Michigan State,false,Ohio State,false,,
2018-02-20 02:05:44,"In theater, what phrase means “good luck”?",Break a leg,true,A,Kick the bucket,false,Cut a rug,false,,
2018-02-20 02:06:26,Medicine you can buy without a prescription is said to be available over-the-what?,Counter,true,A,Transom,false,Rainbow,false,,
2018-02-20 02:08:47,Which of these is an accurate statement about typhoons?,Type of cyclone,true,A,Originate as monsoons,false,Form south of equator,false,,
2018-02-20 02:10:10,Cinnamon is the primary flavoring of which liqueur?,Goldschläger,true,A,Frangelico,false,Drambuie,false,,
2018-02-20 02:12:29,Which of these biblical names was most popular for American babies in 2016?,Benjamin,true,A,Jacob,false,Elijah,false,,
2018-02-20 02:13:28,The Universalis Cosmographia is the first known map to feature what?,The term 'America',true,A,Compass rose,false,Circumnavigable Earth,false,,
2018-02-20 20:05:56,The opening ceremonies of the Olympics have NOT won which major award?,Tony,true,A,Emmy,false,Grammy,false,,
2018-02-20 20:07:22,What animal is traditionally the source of fried calamari?,Squid,true,A,Eel,false,Octopus,false,,
2018-02-20 20:09:08,A person writing clearly and correctly is often said to be following “Strunk and” whom?,White,true,A,Follett,false,Robert,false,,
2018-02-20 20:09:54,Who did NOT win back-to-back Best Actor Oscars?,James Stewart,true,A,Spencer Tracy,false,Tom Hanks,false,,
2018-02-20 20:10:49,"In the classic edition of Monopoly, which word appears in the name of two different spaces?",Pennsylvania,true,A,Pacific,false,North,false,,
2018-02-20 20:13:39,Which CEO runs the NASDAQ-listed company with the highest market cap?,Tim Cook,true,A,Jeff Bezos,false,Satya Nadella,false,,
2018-02-21 02:13:48,Which baseball player is NOT mentioned in Billy Joel's “We Didn't Start the Fire”?,Jackie Robinson,true,A,Mickey Mantle,false,Roy Campanella,false,,
2018-02-21 20:04:16,Which of these liquids comes from an udder?,Milk,true,A,Apple juice,false,Coffee,false,,
2018-02-21 20:06:24,How do you find the reciprocal of a number?,Divide 1 by the number,true,A,Square the number,false,Subtract it from zero,false,,
2018-02-21 20:08:07,Which band had a member with the same stage name as a Revolutionary War admiral?,Led Zeppelin,true,A,Pink Floyd,false,The Kinks,false,,
2018-02-22 15:03:47,What term is used for both a formal set of clothes and a set of playing cards?,Suit,true,A,Waistcoat,false,Tuxedo T-shirt,false,,
2018-02-22 15:05:47,What part of the body is damaged if you break your tibia?,Leg,true,A,Arm,false,Scalp,false,,
2018-02-22 15:06:44,Which character does Jude Law play in the movie “King Arthur: Legend of the Sword”?,Vortigern,true,A,Uther Pendragon,false,King Arthur,false,,
2018-02-22 15:08:32,"As of 2017, which of these industries had the highest percentage of the UK's GDP?",Service,true,A,Travel,false,Construction,false,,
2018-02-22 15:12:30,Which of these authors was over 50 when his first novel was published?,Richard Adams,true,A,J.R.R. Tolkien,false,Robert Ludlum,false,,
2018-02-22 21:03:56,Armenia and Estonia are former members of which group of countries?,Soviet Union,true,A,United States,false,United Kingdom,false,,
2018-02-22 21:06:52,"Which Justin Timberlake hit contains the line ""she's flawless like some uncut ice""?",Lovestoned,true,A,Senorita,false,Like I Love you,false,,
2018-02-22 21:08:42,For which of these movies did Meryl Streep NOT win an Oscar?,Out of Africa,true,A,Sophie's Choice,false,The Iron Lady,false,,
2018-02-23 15:04:34,Which of these is the name of an English Test cricket ground?,The Oval,true,A,The Rectangle,false,The Trapezium,false,,
2018-02-23 15:08:06,Which of these web services was developed in the Noughties by a Russian schoolboy?,ChatRoulette,true,A,Bebo,false,MySpace,false,,
2018-02-23 15:08:55,For which movie did Tom Hanks receive his most recent acting Oscar nomination?,Cast Away,true,A,Captain Phillips,false,Bridge of Spies,false,,
2018-02-23 15:11:59,"In total, Britain has just over 9,800 miles of which of the following?",Railways,true,A,Motorways,false,Canals,false,,
2018-03-05 20:05:27,Which piece of clothing is meant to protect your head from the cold?,Earmuffs,true,A,Giant clock necklace,false,Toe socks,false,,
2018-03-05 20:06:43,What form of singing was historically used to communicate between mountaintops?,Yodeling,true,A,Opera arias,false,Gregorian chanting,false,,
2018-03-05 20:08:02,Which of these is a synonym for the opposite of a financial bull market?,Ursine market,true,A,Taurine market,false,Porcine market,false,,
2018-03-06 02:05:59,Which of these is a popular form of live comedy?,Stand-up,true,A,Run-around,false,Lie-down,false,,
2018-03-06 02:06:45,Where is carpeting most commonly installed?,Floors,true,A,Walls,false,Roofs,false,,
2018-03-06 02:09:15,Which of these words likely came into English through Yiddish?,Glitch,true,A,Ritzy,false,Kerfuffle,false,,
2018-03-06 02:09:58,Where on the body would you find the manipura chakra?,Over the belly button,true,A,Within the heart,false,Between the eyes,false,,
2018-03-06 02:11:29,San Francisco's Waldo Tunnel was renamed in 2016 after a noted what?,Actor,true,A,Politician,false,Athlete,false,,
2018-03-06 02:14:09,"In western media, what are astronauts from China called?",Taikonauts,true,A,Sinonauts,false,Spationauts,false,,
2018-03-06 20:06:17,"By definition, an ambulatory person is what?",Walking,true,A,Making sounds,false,Hospital-bound,false,,
2018-03-07 02:07:14,The skincare brand Aesop shares its name with a legendary what?,Fabulist,true,A,King,false,Farmer,false,,
2018-03-07 02:08:05,Which of these U.S. presidents was NEVER a vice president?,Herbert Hoover,true,A,Richard Nixon,false,Gerald Ford,false,,
2018-03-07 02:09:51,"During part of the Cold War, what city's MLB team added the word “legs” to its name?",Cincinnati,true,A,Pittsburgh,false,Boston,false,,
2018-03-07 20:09:56,Which brand of sparkling water was commercially introduced first?,Schweppes,true,A,Perrier,false,S.Pellegrino,false,,
2018-03-07 20:14:36,Lady Godiva allegedly disrobed and rode a horse through the streets to oppose what?,Taxation,true,A,French influence,false,Religious decree,false,,
2018-03-08 02:07:37,"Botanically speaking, what type of fruit is an avocado?",Berry,true,A,Gourd,false,Citrus,false,,
2018-03-08 02:08:40,Which of these NBA teams has a female owner?,Lakers,true,A,Timberwolves,false,Pacers,false,,
2018-03-08 20:06:49,Where did the famous “gentleman's agreement” to end the U.S. Civil War take place?,Virginia,true,A,North Carolina,false,Georgia,false,,
2018-03-08 20:07:38,Which name does NOT typically appear on the label of a bottle of Tabasco sauce?,Charpentier,true,A,McIlhenny,false,Avery,false,,
2018-03-08 20:09:19,The early computer program “OXO” played what game?,Tic-tac-toe,true,A,Minesweeper,false,Checkers,false,,
2018-03-08 20:11:29,Thomas Edison once set up a company to build affordable housing made out of what?,Concrete,true,A,Rubber,false,Plastic foam,false,,
2018-03-08 20:13:21,"When the world's oldest subway system opened, which was one of the stations?",Farringdon Street,true,A,Union Square,false,Porte de Vincennes,false,,
2018-03-09 02:05:41,What implement would you use to sweep dust from a floor?,Broom,true,A,Saucepan,false,Pliers,false,,
2018-03-09 02:07:28,"According to the U.S. government, which of these is correct?",Daylight Saving Time,true,A,Daylight Savings Time,false,Daylight Saving's Time,false,,
2018-03-09 02:09:50,What was the name of Calvin's schoolteacher in the comic “Calvin and Hobbes”?,Miss Wormwood,true,A,Ms. Braithwaite,false,Mrs. Crassbender,false,,
2018-03-09 02:10:25,Which of these words was used for a long time to refer to the letter “Z”?,Izzard,true,A,Zephyr,false,Zelda,false,,
2018-03-09 20:05:46,Which of these is a popular movie theater snack?,Popcorn,true,A,Clam chowder,false,Boiled hog knuckles,false,,
2018-03-09 20:09:12,Which of these Hugh Grant movies is rated R?,Love Actually,true,A,About a Boy,false,Notting Hill,false,,
2018-03-09 20:10:45,The Notorious B.I.G. shares his real last name with the lead character in which film?,Braveheart,true,A,Amadeus,false,Malcolm X,false,,
2018-03-09 20:13:45,Chat app Airtime was launched by the founder of what startup?,Napster,true,A,Myspace,false,Blogger,false,,
2018-03-09 20:14:53,"In 1943, Major League Baseball stopped using what material in game balls?",Rubber,true,A,Yarn,false,Cork,false,,
2018-03-10 02:17:47,What nation's currency shares its name with an iconic Sylvester Stallone character?,Panama,true,A,Romania,false,Turkmenistan,false,,
2018-03-10 02:19:02,"In a pool hall, “firewood” is often used as slang for what?",Cheap pool cue,true,A,Uneven pool table,false,Trick shot,false,,
2018-03-11 02:11:24,"In U.S. credit, what did FICO originally stand for?","Fair, Isaac, and Company",true,A,Fresh Investment Credit,false,Factual Income Operation,false,,
2018-03-11 02:13:18,Which of these Amazon services was launched most recently?,Amazon Music,true,A,Amazon Mechanical Turk,false,Amazon Prime,false,,
2018-03-12 01:07:52,In which of these games do you yell the game's name when you win?,Bingo,true,A,Checkers,false,Chess,false,,
2018-03-12 01:09:14,In which of these places do brides traditionally get temporary tattoos of grooms' initials?,India,true,A,Mongolia,false,New Zealand,false,,
2018-03-12 01:12:23,In which of these movies does the bootstrap paradox play a key role?,12 Monkeys,true,A,Alien,false,Gravity,false,,
2018-03-12 01:15:26,Which of these is a real Ivy League secret society?,Pacifica House,true,A,Serpent Club,false,Cross and Bones,false,,
2018-03-12 01:21:04,Ross Perot once provided a $3 million credit line to help establish which chain?,GameStop,true,A,Mills Fleet Farm,false,LongHorn Steakhouse,false,,
2018-03-12 19:05:14,What's the correct spelling of the word for a high school's chief administrator?,Principal,true,A,Princepil,false,Principle,false,,
2018-03-12 19:07:38,Where would a doctor typically place a sphygmomanometer?,On your arm,true,A,Over your eye,false,On your tongue,false,,
2018-03-12 19:08:16,Which of these was the name of an American political splinter group?,Mugwumps,true,A,Gubbins,false,Ratoons,false,,
2018-03-13 01:05:43,Actor John Wayne is most famous for playing what kind of character?,Cowboy,true,A,Big city lawyer,false,Boss baby,false,,
2018-03-13 01:06:28,Edgar Allan Poe's raven famously repeats what word?,Nevermore,true,A,Nevermind,false,Nevertheless,false,,
2018-03-13 01:08:44,"On Disneyland's first day in 1955, which attraction was NOT present?",It's a Small World,true,A,Mad Tea Party,false,Mr. Toad's Wild Ride,false,,
2018-03-13 01:09:28,Loyola University's “Madagascar Madness” is an annual race of what animal?,Cockroach,true,A,Civet,false,Aardvark,false,,
2018-03-13 01:13:03,Which movie starring the rapper DMX is adapted from a novel?,Never Die Alone,true,A,Romeo Must Die,false,Belly,false,,
2018-03-13 19:10:56,Which of these innovators has appeared on the Italian 1000-lire note?,Maria Montessori,true,A,Giovanni Maria Farina,false,Candido Jacuzzi,false,,
2018-03-14 01:06:32,What is an infant koala called?,Joey,true,A,Chandler,false,Ross,false,,
2018-03-14 01:09:08,A nebulizer helps administer medical treatment in what form?,Mist,true,A,Pills,false,Electrical current,false,,
2018-03-14 01:13:43,"Which writer is credited with first penning the phrase, “Elementary, my dear Watson”?",P.G. Wodehouse,true,A,Mark Twain,false,Graham Greene,false,,
2018-03-14 19:06:02,Which is a typical room in a suburban family home?,Bedroom,true,A,Foundry,false,Corral,false,,
2018-03-14 19:07:28,"To calculate the mathematical constant pi, divide the circumference of a circle by its what?",Diameter,true,A,Crust,false,Area,false,,
2018-03-14 19:08:59,Which of these is most likely to be worn in a traditional Bavarian outfit?,Dirndl,true,A,Dashiki,false,Dhoti,false,,
2018-03-14 19:11:07,“The cake is a lie” is a catchphrase originating in what hit video game?,Portal,true,A,BioShock,false,Minecraft,false,,
2018-03-14 19:11:48,Which is generally NOT a business expense you can claim on U.S. federal taxes?,Commuting to work,true,A,Advertising,false,Ballpoint pens,false,,
2018-03-14 19:12:28,What African country has a capital named for a U.S. president?,Liberia,true,A,Ghana,false,Togo,false,,
2018-03-15 01:05:27,"In the U.S., what do students typically complete right before going to college?",High school,true,A,Graduate school,false,Grade school,false,,
2018-03-15 01:07:32,Which species is NOT one of humanity's two closest living relatives?,Orangutans,true,A,Chimpanzees,false,Bonobos,false,,
2018-03-15 01:13:59,Which of these characters has appeared in the most episodes of television?,Olivia Benson,true,A,J.R. Ewing,false,Frasier Crane,false,,
2018-03-15 19:11:34,What nation's unit of currency shares its spelling with a past-tense English verb?,North Korea,true,A,Qatar,false,Afghanistan,false,,
2018-03-16 01:04:52,What is a photo you take of yourself commonly known as?,Selfie,true,A,Renaissance masterpiece,false,Narcissisto,false,,
2018-03-16 01:08:07,Which of these birds can fly?,Whooper swan,true,A,Cassowary,false,Emu,false,,
2018-03-16 01:10:07,"According to Emily Post, what is the ONLY fork placed on the right side of the plate?",Oyster fork,true,A,Salad fork,false,Dessert fork,false,,
2018-03-16 19:04:23,"According to legend, what did St. Patrick drive out of Ireland?",All of the snakes,true,A,Tesla roadster,false,Miss Daisy,false,,
2018-03-16 19:04:55,A lifeguard is most likely to keep watch over what?,Swimming pool,true,A,Movie drive-in,false,Chess match,false,,
2018-03-16 19:06:32,Which of these is a real-life world-champion female fighter in the UFC?,Cris Cyborg,true,A,Ronda Robot,false,Allie Android,false,,
2018-03-16 19:08:03,Which of these universities has produced the most Heisman Trophy winners?,Notre Dame,true,A,Florida State,false,Auburn,false,,
2018-03-16 19:08:42,Which Spanish word is NOT a rhyme in the hit 2017 song “Despacito”?,Amorito,true,A,Manuscrito,false,Laberinto,false,,
2018-03-16 19:10:17,The famed opera “Fidelio” has the same composer as what work?,Für Elise,true,A,The Magic Flute,false,La Traviata,false,,
2018-03-17 01:12:59,Which pop star appeared in the original film version of “Hairspray”?,Colleen Fitzpatrick,true,A,Blu Cantrell,false,Willa Ford,false,,
2018-03-17 01:13:45,Which of these states does NOT currently have an In-N-Out?,New Mexico,true,A,Utah,false,Arizona,false,,
2018-03-17 01:14:34,The co-creators of Kazaa also helped develop which product?,Skype,true,A,Winamp,false,LimeWire,false,,
2018-03-19 01:11:00,Which of these is NOT an ingredient in a traditional Chicago-style hot dog?,Heated ketchup,true,A,Yellow mustard,false,Sweet relish,false,,
2018-03-19 01:14:12,What is the only U.S. state home to two Ivy League schools?,New York,true,A,Massachusetts,false,Pennsylvania,false,,
2018-03-19 01:15:11,The defunct channel Court TV briefly owned what popular website?,The Smoking Gun,true,A,https://t.co/2LZEqJvVj0,false,SCOTUSblog,false,,
2018-03-19 19:05:48,What is a common symptom of a deviated septum?,Snoring,true,A,Hearing loss,false,Rapid heartbeat,false,,
2018-03-19 19:07:11,The military unit responsible for the Pope's safety is composed of citizens of what country?,Switzerland,true,A,Italy,false,Vatican City,false,,
2018-03-19 19:07:56,“Zen and the Art of Motorcycle Maintenance” gets its name from an earlier book about what?,Archery,true,A,Bicycling,false,Gardening,false,,
2018-03-19 19:08:53,An annual holiday at Emory University features students being let out of class by what?,Skeleton,true,A,Peach mascot,false,Male cheerleaders,false,,
2018-03-19 19:11:08,Which of these is NOT a breed of duck?,Green Marsh,true,A,Silver Bantam,false,Welsh Harlequin,false,,
2018-03-19 19:11:46,Which of these is the name of one of the moons of the largest planet in our solar system?,Kale,true,A,Coriander,false,Vega,false,,
2018-03-20 01:08:37,Which of these basketball terms is also a measurement of computer performance?,Flops,true,A,Dunks,false,Dimes,false,,
2018-03-20 01:11:11,Which of these long-ago empires originated in North Africa?,Carthaginian,true,A,Ottoman,false,Byzantine,false,,
2018-03-20 01:12:40,"Once a body of water, which of these regions is now dried out?",Aral Sea,true,A,Caspian Sea,false,Lake Balkhash,false,,
2018-03-20 01:13:17,"In the Bible, which son of Jacob has the same mother as Joseph?",Benjamin,true,A,Levi,false,Simeon,false,,
2018-03-20 19:05:36,Which of these is the name of an actual room in the White House?,China Room,true,A,Balloon Room,false,Yoga Room,false,,
2018-03-20 19:07:13,What is the official language of the tiny nation between France and Spain?,Catalan,true,A,French,false,Spanish,false,,
2018-03-20 19:08:39,Which of these people is most likely to have a mutation in their melanocortin-1 receptor?,Julianne Moore,true,A,Jon Hamm,false,Lucy Liu,false,,
